CUSTOMER_ID,ESENT,EOPENRATE,ECLICKRATE
BCERB3,45,8.888888889,2.222222222
3EEP8A,16,0,0
3F2G9G,45,0,0
2Z2YX3,47,31.91489362,4.255319149
SHVHNF,46,13.04347826,0
ESAZ2K,0,0,0
FWCQ9Y,44,45.45454545,11.36363636
GZVBPC,41,29.26829268,4.87804878
42D2Z3,45,6.666666667,2.222222222
4A6UZV,16,0,0
RLV55D,44,6.818181818,0
TRAJBC,14,14.28571429,0
6ERUQ9,37,70.27027027,0
QQNM35,0,0,0
K2D4ZQ,0,0,0
ZUN4CF,52,17.30769231,5.769230769
HA7L95,51,1.960784314,0
2DHFAA,46,0,0
39CMML,42,14.28571429,2.380952381
6BMRPY,47,10.63829787,0
H4WLGH,0,0,0
NHKUWG,0,0,0
FY7APA,49,10.20408163,2.040816327
4SHS8Y,45,2.222222222,2.222222222
RXMSBK,43,55.81395349,11.62790698
GHMBPA,49,24.48979592,20.40816327
D28LME,45,13.33333333,4.444444444
M8Q4EG,40,95,60
65G389,0,0,0
KVJEXA,0,0,0
8A342G,0,0,0
7BB7ZR,42,33.33333333,7.142857143
65EAS4,0,0,0
3TNEAE,0,0,0
2H4RC9,37,51.35135135,0
A7364F,45,0,0
PBK32R,0,0,0
7CBQ2W,39,20.51282051,10.25641026
UNMYM8,36,94.44444444,36.11111111
82Q7J6,44,4.545454545,2.272727273
GKWDJY,46,17.39130435,0
GMNSTA,46,6.52173913,0
Y9VA4R,0,0,0
9P3HVN,0,0,0
5PS3UW,0,0,0
TZNPMU,0,0,0
BYHM8G,0,0,0
EC5ERN,47,2.127659574,0
K3R5LT,37,56.75675676,0
WKEJJN,45,6.666666667,0
7MMQEQ,0,0,0
WVAKEN,65,9.230769231,4.615384615
K5GVT2,0,0,0
ZMZ7DK,0,0,0
Z265R8,48,100,43.75
T2GYG8,45,0,0
M8U3QB,0,0,0
LXRHC4,0,0,0
LNBRUD,16,0,0
XLFBDZ,45,15.55555556,2.222222222
CQ3US7,16,0,0
JKBYXZ,0,0,0
EGDX6M,0,0,0
EN4MUH,40,75,17.5
Z7ZY9P,45,2.222222222,0
ERXWY7,0,0,0
FA9CFV,0,0,0
TGP5A2,0,0,0
FMY3SW,49,4.081632653,2.040816327
SHU2VD,16,0,0
H627V9,0,0,0
WFUZ8U,0,0,0
7W8BMP,43,30.23255814,4.651162791
QM49AX,0,0,0
JYRLK2,0,0,0
9UK7YJ,48,16.66666667,0
NRB8K8,0,0,0
US5RN,0,0,0
4RAFVU,18,0,0
GM44U,44,59.09090909,29.54545455
3KYBN3,53,15.09433962,3.773584906
ETK8AW,44,4.545454545,0
8QBYR7,45,0,0
8Z7CKG,0,0,0
Q25K8R,16,0,0
UZNQDU,0,0,0
FPHN67,46,15.2173913,13.04347826
FYHVE7,0,0,0
SCXMXZ,0,0,0
DWPL92,0,0,0
UWY3KK,0,0,0
UFLLRP,0,0,0
MEP6FK,18,0,0
WVJJ44,52,17.30769231,3.846153846
C3KMVW,36,16.66666667,5.555555556
8PXJ72,47,0,0
L2ZNN,16,0,0
5JR3AY,46,17.39130435,6.52173913
TWKFUR,0,0,0
4PNN56,44,40.90909091,4.545454545
4F3BT2,0,0,0
RXKZVE,0,0,0
PPDTZE,0,0,0
NX7HYA,45,13.33333333,2.222222222
9XVFJJ,3,0,0
FB4PJW,0,0,0
QL9PSC,47,0,0
DWGB2Q,0,0,0
STQ4SH,42,16.66666667,7.142857143
N4VBT7,0,0,0
W3VPAX,53,16.98113208,1.886792453
R6QJPU,87,24.13793103,0
7ZCEQN,47,6.382978723,4.255319149
YL47UD,44,77.27272727,6.818181818
KCASF,51,9.803921569,0
ZM5BDS,41,31.70731707,2.43902439
DJ2QXR,41,63.41463415,9.756097561
2BQXSC,18,0,0
AMT8MV,16,0,0
CXPLJB,49,65.30612245,0
VUR4L4,41,34.14634146,4.87804878
QDG9MY,37,72.97297297,8.108108108
CHJN4U,45,8.888888889,2.222222222
AZ8E27,0,0,0
Z54GNQ,40,35,10
9HMVH7,0,0,0
JYBHXW,0,0,0
C9V4MT,18,0,0
88JEZ2,29,100,0
FB3GAM,40,57.5,7.5
XZSUKT,43,11.62790698,0
NY4TW3,0,0,0
JS4MBC,37,64.86486486,8.108108108
99TK9F,38,52.63157895,21.05263158
5YZ4UZ,46,10.86956522,2.173913043
XJSFYQ,0,0,0
3QR9VM,49,8.163265306,4.081632653
RY25HC,52,82.69230769,9.615384615
LCTQVP,44,9.090909091,2.272727273
VGB2M5,0,0,0
C35J8F,38,39.47368421,0
YYDXWL,33,42.42424242,27.27272727
UTPC2U,0,0,0
DJREAZ,40,32.5,0
7FE5T7,60,36.66666667,1.666666667
H3L4LY,0,0,0
Y22C4M,0,0,0
RSGREY,0,0,0
HB9UA9,48,4.166666667,2.083333333
XSDMCQ,0,0,0
YZTLRZ,1,0,0
HPBZSK,45,35.55555556,13.33333333
NHVUPZ,35,71.42857143,0
VFTJAL,49,44.89795918,18.36734694
BA9WF4,0,0,0
9LGVXN,0,0,0
4E8TGD,0,0,0
7PE6AR,36,91.66666667,25
NJPHTE,16,0,0
TGWTW8,16,0,0
M6PGMB,46,80.43478261,15.2173913
VVH4YT,44,18.18181818,4.545454545
4HABM2,0,0,0
HD7NQU,0,0,0
5D8M6S,36,0,0
C3D4QG,40,10,2.5
T59R2Q,0,0,0
Y3EBM4,37,8.108108108,2.702702703
HAQYHL,50,30,8
YDP7LU,43,9.302325581,0
78EJ95,16,0,0
X2K9MM,47,4.255319149,2.127659574
8KXDU9,0,0,0
GJFZFD,44,52.27272727,15.90909091
3WU4K3,44,6.818181818,6.818181818
H5KJWT,43,6.976744186,0
GJ3JA,48,18.75,0
GFJ5ND,0,0,0
3AYRK7,0,0,0
76LYZC,0,0,0
YGQ6U8,16,0,0
ECZHGM,41,39.02439024,0
9W38NT,0,0,0
FDJN5T,43,6.976744186,0
3DFKSX,16,0,0
HTQWKM,0,0,0
QHYLTG,46,6.52173913,6.52173913
JVU2AH,0,0,0
4DEM7M,18,44.44444444,0
93KACP,39,71.79487179,10.25641026
MWGUXQ,53,7.547169811,0
8WZ8A8,0,0,0
FMEFZ7,18,0,0
FFWE4U,16,0,0
Q7ACMY,16,0,0
QADEQT,51,9.803921569,7.843137255
89SJHQ,38,52.63157895,2.631578947
23PPYZ,47,0,0
YUSMJX,44,6.818181818,0
S7DA6V,47,0,0
2U2U5N,44,11.36363636,2.272727273
WJ6TZ6,0,0,0
2MFZ2Z,18,0,0
NNERCU,0,0,0
BJHU3P,44,34.09090909,2.272727273
53GLNJ,37,48.64864865,2.702702703
CSTPVM,41,29.26829268,7.317073171
MZWZKN,43,18.60465116,0
YWQWA6,44,4.545454545,0
CAG6MN,45,0,0
SJG6A3,46,6.52173913,0
Z6TXLP,47,4.255319149,2.127659574
D5RWWS,45,0,0
YPFHGG,39,51.28205128,2.564102564
MDTUQS,12,8.333333333,8.333333333
WNJX5U,43,4.651162791,2.325581395
TJABJC,16,0,0
9BAVEA,47,0,0
ZF8WH5,59,10.16949153,0
SB6CLC,16,0,0
2ZKCEH,0,0,0
24GUJG,43,16.27906977,2.325581395
E7V9DV,39,0,0
ZA5TQ,27,3.703703704,0
8K4TCC,16,18.75,0
XPTV6X,43,32.55813953,11.62790698
KADMSU,48,0,0
MEAZEK,58,13.79310345,0
U5NTVE,0,0,0
YWRBS6,0,0,0
FX4GN2,36,72.22222222,2.777777778
MF7VUC,44,9.090909091,0
Z2HAED,45,2.222222222,0
QUUPMR,0,0,0
V982NF,45,6.666666667,2.222222222
PVAMEG,50,4,0
CPVC3Y,47,25.53191489,0
KRHPD6,52,80.76923077,26.92307692
52HFAG,0,0,0
VK7KBS,43,4.651162791,0
7LGUQS,52,0,0
CTY7YY,0,0,0
748JNA,48,33.33333333,4.166666667
7SFR7,45,33.33333333,2.222222222
9TZ5WZ,0,0,0
AN8XMH,0,0,0
UPBRGK,48,4.166666667,0
TBV3C6,0,0,0
7JU9QH,26,50,0
7W7EV2,39,5.128205128,0
5XSLXR,0,0,0
9JMQYV,0,0,0
NHX2Y9,47,29.78723404,8.510638298
TWUHMN,46,13.04347826,10.86956522
SR9KYJ,26,92.30769231,3.846153846
QD7ZYV,0,0,0
A9WA28,47,4.255319149,0
4BZC4N,46,28.26086957,6.52173913
EPZ8SJ,0,0,0
PSYJSX,16,0,0
NYGGM2,50,16,8
3NLGQU,46,2.173913043,0
P74JTC,18,0,0
H5D9JB,0,0,0
NNHR9J,0,0,0
WADZNQ,36,2.777777778,0
XNKT29,45,13.33333333,2.222222222
XVX7JH,16,0,0
QGHT9W,0,0,0
K56QB6,32,18.75,3.125
NNATYX,44,0,0
PBK94S,0,0,0
K8BBSS,46,4.347826087,0
3VKG9X,0,0,0
CGNRVL,45,0,0
3BVT2V,18,0,0
J8E9YT,0,0,0
PJ5KCX,16,0,0
FJRK96,16,0,0
P6MVLQ,0,0,0
7P22Q4,37,29.72972973,2.702702703
9ZFHBX,45,8.888888889,2.222222222
5DPBRF,45,0,0
Z2U8DL,0,0,0
LKBS42,0,0,0
H6ZPDQ,0,0,0
BZV65D,0,0,0
DT6XBD,0,0,0
JBMDDM,45,0,0
UCDRLT,16,0,0
PDQ7NA,18,0,0
E5CA7J,0,0,0
FDHBFB,42,28.57142857,11.9047619
QS9M76,16,0,0
YWAFSH,0,0,0
Y4NKM3,55,80,0
MV5VVY,0,0,0
PHBEV3,47,2.127659574,0
9XJUBJ,51,64.70588235,21.56862745
AYXEZU,0,0,0
EQMD6P,44,15.90909091,2.272727273
ZVUDFU,0,0,0
3WNZ25,45,6.666666667,0
6HGWRT,0,0,0
VVAPVD,2,50,0
X83W6Z,46,60.86956522,10.86956522
U9H9BL,0,0,0
7T6KLW,0,0,0
RXKEW6,0,0,0
RSKC66,41,9.756097561,0
9FYYBH,33,66.66666667,3.03030303
4FTCZ4,45,8.888888889,2.222222222
KXXBVH,48,0,0
R9X7S5,42,66.66666667,0
B2W7P3,54,55.55555556,5.555555556
RPXQ28,42,38.0952381,11.9047619
9JRWFR,42,19.04761905,0
V8QHCX,8,25,12.5
WCQ5GX,44,9.090909091,0
SYPDRT,60,6.666666667,3.333333333
TEX22E,45,20,11.11111111
7AQ72R,47,95.74468085,10.63829787
A3R6N6,45,0,0
R2N368,56,30.35714286,10.71428571
U98SCK,37,0,0
PQR5YW,46,0,0
NDUS4V,42,54.76190476,7.142857143
UZ3WS5,0,0,0
4RW78K,44,2.272727273,0
VLYQE8,40,17.5,5
ELR5LG,42,83.33333333,9.523809524
M4HV26,0,0,0
TACLL6,50,4,0
UNRWCJ,40,42.5,0
WUZW2W,35,60,11.42857143
TYZ97A,45,0,0
GA3GTU,49,4.081632653,2.040816327
ZYMZPY,38,21.05263158,7.894736842
PBRFEL,45,20,6.666666667
DSDTFH,4,0,0
3747SV,45,0,0
2F24F8,45,0,0
9B7XGY,43,16.27906977,2.325581395
SBCG2W,43,9.302325581,2.325581395
GM3DPG,5,60,20
SJDJUN,52,19.23076923,5.769230769
QERACW,45,6.666666667,2.222222222
DJTVFV,38,0,0
K485AH,0,0,0
WRF3TG,29,89.65517241,20.68965517
LP2J22,20,5,0
E3LWKE,48,2.083333333,0
4GNF6X,0,0,0
AP9RWQ,30,90,10
KGENRR,47,0,0
XNHR65,0,0,0
RVCGAY,40,12.5,5
KS39YR,40,22.5,10
Q3L2GN,49,46.93877551,20.40816327
F7X76K,31,32.25806452,0
7RUST2,6,16.66666667,0
GNUAJ8,48,25,12.5
6GV5CN,45,0,0
37UFUS,0,0,0
NWDN5K,1,100,0
SDFXCS,10,30,0
ZA6LA4,45,22.22222222,0
9GXQ3J,33,57.57575758,0
79XSH6,49,4.081632653,2.040816327
S5V9BD,44,11.36363636,0
T2XNEL,45,13.33333333,2.222222222
ZFRP2P,41,24.3902439,0
VTPFTX,57,22.80701754,12.28070175
ZCFQ43,54,25.92592593,0
YMALXC,51,3.921568627,0
SRGLRP,45,2.222222222,2.222222222
ZVTY5Y,36,75,22.22222222
SZYLP3,49,10.20408163,4.081632653
8EPCAJ,53,3.773584906,0
C48597,13,30.76923077,23.07692308
XB9DU8,6,83.33333333,0
VN3R8N,42,30.95238095,16.66666667
SMAYZ3,51,0,0
7CNSXW,36,33.33333333,0
JQVEKK,37,48.64864865,0
7FEJ8Y,33,78.78787879,30.3030303
68W8G7,52,21.15384615,9.615384615
KRU4MA,45,0,0
5DLVC8,44,6.818181818,0
RP4RVL,0,0,0
3QUZNT,49,0,0
TGEYAU,51,3.921568627,1.960784314
D5LCJS,45,0,0
XQ5DNQ,46,21.73913043,0
55MJDY,45,0,0
WUABYY,43,11.62790698,0
MT6MKD,33,57.57575758,0
ZBLRQX,42,26.19047619,2.380952381
8JEJAP,45,2.222222222,0
LKHQAL,42,28.57142857,0
NJGCWE,30,100,13.33333333
7PGLNB,40,7.5,5
RKZJ2F,0,0,0
H48TEN,45,0,0
MHZ3V9,45,2.222222222,0
Q98U9Z,44,9.090909091,2.272727273
93PF7A,45,0,0
FVQVX9,50,56,12
QEF6HW,0,0,0
X8VYGJ,47,38.29787234,6.382978723
AGE5SJ,48,0,0
ZWZGXQ,45,0,0
ZDDHUG,45,8.888888889,4.444444444
872G6K,39,71.79487179,25.64102564
68W99Y,41,29.26829268,2.43902439
MBW7SK,45,0,0
5D9BPN,35,82.85714286,0
PE8TLA,0,0,0
ECH3RM,46,4.347826087,4.347826087
6JV2LR,51,33.33333333,0
MZ4KS2,0,0,0
3JTYMY,46,2.173913043,0
22KC9U,51,5.882352941,1.960784314
B7JPAA,43,6.976744186,0
BKUVQL,45,2.222222222,0
CGW5GF,43,37.20930233,0
HWKXVD,0,0,0
DDV9XQ,0,0,0
AU8PYM,47,0,0
72GPBE,43,11.62790698,11.62790698
WJHQH7,0,0,0
C7TJMB,44,2.272727273,2.272727273
E8RH2T,40,20,7.5
824KNZ,44,6.818181818,4.545454545
TKJFG8,8,37.5,0
BZXQU2,43,6.976744186,2.325581395
QD4ENY,43,4.651162791,0
JKGKAY,48,20.83333333,8.333333333
GS25JM,41,39.02439024,0
WSBDBC,45,0,0
DN8J9F,0,0,0
6GMXYZ,42,50,7.142857143
6V8YDW,45,26.66666667,6.666666667
8VJMPK,48,31.25,16.66666667
299YA5,48,6.25,2.083333333
MV4DM2,0,0,0
UMZSK6,47,0,0
2TACKD,41,4.87804878,2.43902439
RUY7QF,44,2.272727273,0
LZ4YD9,45,0,0
ZVWDSW,33,100,36.36363636
X7MNLF,0,0,0
KZG5XF,0,0,0
2YQRG9,6,16.66666667,0
PQF7D8,45,8.888888889,8.888888889
GQVZCP,46,4.347826087,2.173913043
ZG98Z8,45,13.33333333,2.222222222
4MT3VD,44,2.272727273,0
NKZLRR,39,28.20512821,2.564102564
YWAZXT,32,84.375,12.5
YTR84M,9,22.22222222,0
96M9NQ,27,92.59259259,3.703703704
2FEDWV,45,0,0
4LS82X,0,0,0
RW4KTD,31,3.225806452,0
D2WDP2,35,2.857142857,2.857142857
X5C7BR,48,6.25,0
2YDXE4,10,10,0
ZE46DD,45,0,0
8785G5,41,58.53658537,0
Q7JT9R,45,2.222222222,0
73FC7M,44,15.90909091,0
WV7YUK,45,22.22222222,6.666666667
E64ZHZ,39,25.64102564,7.692307692
93LLB2,42,45.23809524,2.380952381
C479F2,45,13.33333333,4.444444444
36NVAG,46,39.13043478,2.173913043
LJRWGT,44,20.45454545,0
UW4NJF,0,0,0
DPEF5D,41,29.26829268,9.756097561
2K5ETA,55,34.54545455,1.818181818
53C6TL,57,47.36842105,24.56140351
PAQRD4,45,0,0
RDQ7CV,45,0,0
Y47QKG,45,0,0
SY7DFF,45,0,0
8NH5GX,35,80,0
TDAZR8,49,4.081632653,0
2CVY3R,2,50,0
J7XHWM,5,60,0
KEJJRC,48,8.333333333,6.25
47TP9X,44,6.818181818,4.545454545
DEXS8V,30,33.33333333,3.333333333
2P4QUU,31,90.32258065,9.677419355
8Q4VAG,39,35.8974359,2.564102564
DGVESH,45,0,0
PSK964,0,0,0
K7NC6D,52,5.769230769,1.923076923
FEGRVG,47,4.255319149,4.255319149
ETG35K,49,8.163265306,4.081632653
LDY2QY,31,77.41935484,3.225806452
VZKB2N,46,17.39130435,4.347826087
RZEXD7,45,0,0
LAYJGC,45,0,0
88KAQ6,46,52.17391304,17.39130435
BXRMV5,16,31.25,0
FSD9ER,10,20,0
JEP465,46,13.04347826,4.347826087
8YSGMT,7,100,0
DVRMBS,47,0,0
CA5YKU,0,0,0
WDW9MZ,51,9.803921569,1.960784314
NT8EBL,45,0,0
HBWLYQ,45,4.444444444,2.222222222
54WKHS,47,0,0
FDBHCB,54,14.81481481,1.851851852
9M9CDR,41,48.7804878,7.317073171
D7UYGE,10,70,0
M9HL6Y,48,2.083333333,0
758UCM,44,9.090909091,0
A9WR8E,43,18.60465116,0
RPP5HQ,36,88.88888889,5.555555556
AC735W,44,18.18181818,6.818181818
BL9WWD,47,25.53191489,0
BMCWEL,44,18.18181818,0
5SHGPH,0,0,0
V6YN7L,39,46.15384615,10.25641026
U5GYED,13,7.692307692,0
MNRP2P,45,2.222222222,2.222222222
JAMKC3,1,0,0
HJURGR,40,37.5,5
AVY6WE,68,11.76470588,4.411764706
CCZER8,43,20.93023256,2.325581395
6VX3KN,42,2.380952381,0
VGUJBF,43,25.58139535,11.62790698
L8M3FR,2,50,50
Z2Y7LX,44,6.818181818,0
X97TAN,45,0,0
JH7G6U,44,81.81818182,6.818181818
477PXA,44,6.818181818,0
Y2T4WR,45,2.222222222,2.222222222
P9GD24,45,11.11111111,2.222222222
9R4HHY,45,0,0
X36N6R,2,50,0
XFK8CE,45,4.444444444,4.444444444
FYZFZK,45,4.444444444,2.222222222
F4TDXG,48,8.333333333,6.25
HWCAG2,39,51.28205128,10.25641026
N9KXW5,44,2.272727273,0
TEFC2D,0,0,0
ZCPP72,29,89.65517241,6.896551724
FRMAUN,45,0,0
3FZBLD,0,0,0
WSHLKZ,37,94.59459459,18.91891892
3KCTL3,38,86.84210526,2.631578947
ML9KNH,41,48.7804878,14.63414634
A45BM9,3,66.66666667,0
KQ4JJH,1,0,0
772STT,35,51.42857143,0
W5K39R,0,0,0
ZLWBBL,0,0,0
DTSW75,45,8.888888889,2.222222222
QATGTK,3,33.33333333,0
ZGQMD3,39,38.46153846,12.82051282
DQJWEJ,0,0,0
9ZCML5,55,12.72727273,7.272727273
XUP6SX,49,22.44897959,6.12244898
FTK5TU,41,53.65853659,7.317073171
75J3MH,45,8.888888889,4.444444444
6DYDXJ,34,5.882352941,0
HQB5C6,46,10.86956522,2.173913043
292EQK,37,5.405405405,2.702702703
3XTJP8,45,0,0
57ALKF,38,68.42105263,57.89473684
2Q7CV2,38,71.05263158,15.78947368
QG9CRT,33,6.060606061,0
9RG8NQ,41,36.58536585,0
E2E4XL,67,14.92537313,1.492537313
9GD2M3,35,74.28571429,17.14285714
K7C3PB,37,45.94594595,0
XPUVL3,45,6.666666667,0
9MV24J,43,23.25581395,0
P4NCCK,44,2.272727273,2.272727273
PNM88R,45,2.222222222,0
H9LT3B,3,100,0
ZLVYXL,46,2.173913043,2.173913043
YK5HAU,43,11.62790698,0
ZJ75BB,45,11.11111111,0
8U3HBE,42,19.04761905,4.761904762
7BK2BU,50,0,0
QEM3C3,47,6.382978723,2.127659574
DSR7X7,46,4.347826087,0
BMTQ25,59,42.37288136,28.81355932
MEN63P,46,36.95652174,15.2173913
ZFWEGW,3,33.33333333,0
R6SFSA,1,100,0
UEVAVJ,36,47.22222222,8.333333333
FHZF6X,45,24.44444444,11.11111111
DBP8F9,41,29.26829268,12.19512195
5Y7UMW,35,88.57142857,0
U2P4E8,51,9.803921569,1.960784314
KP2828,46,0,0
NT7MXD,35,48.57142857,0
,0,0,0
ZBVB7L,45,4.444444444,0
NLDFTM,35,5.714285714,0
9C54NT,33,27.27272727,12.12121212
LCK32U,45,4.444444444,0
EKJSD5,45,4.444444444,2.222222222
3HY7HZ,45,0,0
6BMZVS,45,4.444444444,0
7S87GF,0,0,0
A7EJXB,49,10.20408163,0
945XAZ,45,2.222222222,2.222222222
F7HTZG,3,66.66666667,0
FKUU6S,0,0,0
MT5RVQ,13,7.692307692,7.692307692
TBP6PV,46,8.695652174,2.173913043
CX48AK,38,89.47368421,23.68421053
K8S6B9,40,97.5,10
X4YGF5,0,0,0
2MYLLF,44,54.54545455,4.545454545
VHBBYJ,59,30.50847458,8.474576271
GBT3BQ,45,31.11111111,0
QV5XZ2,46,67.39130435,43.47826087
89U7SF,44,6.818181818,4.545454545
56HMHE,50,46,10
TV5UMP,56,3.571428571,0
Z3CVCK,0,0,0
5U9XZ4,47,6.382978723,2.127659574
HSDP3L,0,0,0
ZTJTBB,41,46.34146341,2.43902439
ECLSJL,52,36.53846154,23.07692308
7TPLRP,0,0,0
5J2CXD,37,62.16216216,2.702702703
HWHBBC,36,0,0
4R2FQS,16,6.25,0
GWFWCR,43,23.25581395,11.62790698
2YM8FT,44,11.36363636,6.818181818
SRH6MW,46,19.56521739,0
RU4NZG,45,0,0
DBTGYG,44,6.818181818,0
8SY3KL,45,6.666666667,0
KS42U8,45,0,0
8AWCTV,45,0,0
SNS8BE,45,0,0
D67EB8,43,23.25581395,0
PQC4MJ,45,28.88888889,8.888888889
28CD7Y,33,69.6969697,6.060606061
CTXW8A,0,0,0
E5GLTG,43,4.651162791,4.651162791
RCBBZC,44,75,22.72727273
H8EVLK,40,37.5,0
