CUSTOMER_ID,ORDER_DT,CITY,STATE,ORDER_AMOUNT,ORDER_ID
D5SNFS,4/13/2011,Dallas,TX,169.24,102086936779967400
ANEWZC,3/8/2011,Houston,TX,34.34,4514590265802739901
ZKL5JF,4/7/2011,Houston,TX,94.44,4304583289456978814
EEKG4H,11/10/2009,Dallas,TX,19.43,4532447893731601706
AZJTMQ,7/13/2009,Dallas,TX,12.77,7704099764012707993
LGA8JT,4/12/2010,Dallas,TX,24.18,1437105147533287264
RZQEWF,10/19/2010,Dallas,TX,13.72,8699242217994795948
D4AEL5,3/2/2011,Dallas,TX,116.77,6696111597529847025
C55RAB,8/9/2010,Dallas,TX,92.1,7682774482718400726
HZS3AJ,10/26/2011,Houston,TX,46.7,2015971206254838221
GXDXR6,6/28/2010,Dallas,TX,123.11,9038070948866241883
LE9M9X,4/17/2011,Dallas,TX,82.7,6347503461458992133
B2LW75,3/12/2010,Dallas,TX,29.96,7513648014296059923
BNE3YV,3/28/2011,Houston,TX,59.62,647675155620320129
LJJEMA,10/26/2013,Houston,TX,34.85,2100391787648006112
EBNK8A,9/7/2010,Dallas,TX,175.17,5364737355219624521
FNWU29,9/23/2010,Waco,TX,56.57,4055264555153728370
ARR4H6,9/6/2010,Houston,TX,35.77,7757377651828281838
RACF5D,10/14/2010,Dallas,TX,60.49,1847166267524187282
GK3EST,6/21/2010,Dallas,TX,72.75,6784981482359033092
MLX3EU,10/2/2008,Dallas,TX,53.98,7985123796456594918
BXWS2B,7/22/2011,Dallas,TX,33.42,1602308757927323409
C8UJQ3,3/30/2010,Dallas,TX,14.59,3532277419976088774
PFCF8Q,11/20/2012,Dallas,TX,155.87,2722459284326419554
NJR788,8/23/2010,Dallas,TX,20.48,3945620665728409025
J8SLPE,9/11/2009,Dallas,TX,30.21,8398111917679899995
GYH5AF,6/28/2012,Dallas,TX,63.87,190518629358914234
4QRWVB,4/26/2011,Dallas,TX,41.67,4170063719222944112
VMYYX9,3/1/2010,Dallas,TX,25.89,3583839100938439277
XQK2CK,12/8/2010,Dallas,TX,51.1,3924911600969247979
7PEMUD,11/30/2009,Dallas,TX,96.25,6350117254778141373
EQSD5E,12/21/2009,Dallas,TX,43.2,3003082120561307603
CT3NDS,3/23/2011,Houston,TX,21.28,2255739765468417235
C6HVXN,4/20/2012,Dallas,TX,24.37,1616754000740783843
ARP342,5/9/2011,Dallas,TX,73.84,4261054295270118564
S5DZ4Y,7/26/2010,Dallas,TX,11.34,1736547566685146560
Z7QFN7,5/7/2009,Dallas,TX,44.16,8764290605276997861
DVRYSK,4/6/2011,Dallas,TX,15.8,8317752775349991868
HTJNCB,10/11/2010,Dallas,TX,121.31,72237817664535664
SGU3PB,9/12/2010,Dallas,TX,38.3,7728468739320493670
PXXTWN,7/5/2010,Dallas,TX,102.66,3893469961948826155
M87HQT,9/24/2010,Dallas,TX,99.96,3208145199780737400
564EL5,6/30/2010,Dallas,TX,18.4,8275350378572468080
S7B2TP,8/21/2011,Houston,TX,45.42,5582322641211157933
PA38W9,3/10/2011,Houston,TX,28,5935452882019781553
5DDKKP,11/13/2009,Dallas,TX,130.68,2579044186992182418
BUMVQN,2/22/2010,Dallas,TX,48.1,4820901977739790681
ZPR8KQ,9/20/2010,Dallas,TX,50.15,2042301736955340434
EG43ET,2/28/2011,Dallas,TX,35.05,3952147426503573475
2NV3SY,2/1/2011,Houston,TX,293.23,283063100318155733
YUA6VH,5/5/2011,Houston,TX,41.59,3147920485687117147
XWM9F2,7/2/2012,Houston,TX,6.94,4040392239488979033
248PRB,8/31/2010,Waco,TX,95.02,9039507920984636460
2K94VS,8/25/2010,Dallas,TX,21.37,2180543925415340560
PBCL4J,7/14/2009,Dallas,TX,14.45,8278998515382066953
5CLFNM,12/22/2010,Dallas,TX,61.12,6959843886612709614
S8J2KD,10/19/2010,Dallas,TX,48.56,7881029099681575550
4YUT8B,2/24/2011,Houston,TX,46.48,5493079230741304083
WYPLUJ,12/6/2009,Dallas,TX,11,3551907371316421951
6FR5QW,8/26/2009,Dallas,TX,19.8,3052677437672200765
3WEGJ4,1/19/2010,Dallas,TX,27.28,941436197475081075
HFLKGD,3/12/2010,Dallas,TX,42.1,8439791398020102237
Y4JALT,8/4/2011,Houston,TX,84.76,2657719219437381652
UTLGDS,10/22/2010,Dallas,TX,100.82,3932463458835393996
F3ANT8,5/12/2011,Houston,TX,28.15,8431399444635750840
72EG38,7/7/2011,Dallas,TX,138.15,6433944966433164731
DEHQEB,9/28/2011,Dallas,TX,90.27,5160498694696520897
HU4SHX,8/19/2010,Dallas,TX,66.63,8374943586259953562
ZGNKU4,12/6/2010,Houston,TX,18.57,7732944499973601680
9B2NQX,9/29/2010,Dallas,TX,74.65,7602805054511047196
FVHPYJ,3/29/2010,Dallas,TX,21.84,8413089252250526655
SKUYV,4/22/2011,Houston,TX,76.46,6885134572488589205
FCX4A7,2/13/2011,Houston,TX,92.44,6859322105052004488
9HRV46,6/30/2013,Dallas,TX,41.74,1277780494344165164
P4SHNX,10/6/2013,Houston,TX,31.8,8151043861179099628
XFM2UU,12/3/2010,Dallas,TX,120.56,8677013018287790101
3PMDNS,11/23/2010,Dallas,TX,19.17,6043136479276005032
QDTHZ3,8/27/2009,Dallas,TX,18.37,5072786299755256843
85JTA,6/13/2011,Dallas,TX,54.08,1553588665269364947
M43V97,1/24/2011,Dallas,TX,21.43,3795323514637590612
6GK8ZP,5/30/2010,Dallas,TX,17.05,7454349640542508307
AXS66R,4/22/2011,Houston,TX,70.86,8439157687603699967
C9S2QZ,3/24/2010,Dallas,TX,44.17,4614130289968507402
6C69AH,4/15/2010,Dallas,TX,133.3,198178091268032462
SBJSTR,6/11/2011,Dallas,TX,44.75,892741313205391593
Y3Q9RE,11/7/2010,Dallas,TX,40.56,8802535249076594392
F8CALQ,3/2/2011,Dallas,TX,39.09,3685192473779255528
VZSLYC,4/7/2011,Dallas,TX,171.23,9109239637940741292
6B6RCS,5/3/2011,Dallas,TX,37.96,3154433482235639565
AL2LGA,2/1/2012,Houston,TX,43.42,5768284853484072440
7VK6PX,10/11/2010,Dallas,TX,32.09,3729588194828336862
FHKQJY,3/17/2010,Dallas,TX,20.89,1056901129209880845
BWVPGQ,4/17/2011,Dallas,TX,94.63,8716320341105847639
KJ8J2C,4/12/2011,Dallas,TX,54.7,2278120342653326643
3ETY2H,3/10/2011,Houston,TX,58.74,4158049490189092615
ABHHAT,11/17/2010,Dallas,TX,40.63,1974694167828877506
ER99UJ,11/7/2010,Dallas,TX,76.19,6091954514189929672
86SLAH,11/15/2011,Houston,TX,42.95,6695151193608631300
8REF6A,9/15/2010,Houston,TX,24.61,4432924416396332550
JD489B,2/1/2011,Houston,TX,21.16,722154207235594068
Y6C6NW,9/20/2010,Dallas,TX,65.25,6292059092676742867
UDKBWA,4/6/2011,Houston,TX,138.57,7211819408255188290
Z3M84Z,8/19/2008,Dallas,TX,6.89,8278751386208705288
JJH6BE,10/22/2010,Dallas,TX,65.39,4510005229278461428
FEUEP6,8/22/2010,Dallas,TX,38.81,7757213051700686249
S6MWEQ,4/27/2010,Dallas,TX,40.61,8516982257172646756
3F2G9G,2/14/2011,Dallas,TX,32.61,7610327501791428619
2Z2YX3,11/15/2010,Houston,TX,25.31,291592434326397682
SHVHNF,3/18/2010,Dallas,TX,39.45,8779772811190037365
FWCQ9Y,2/22/2011,Dallas,TX,45.15,5886063402224806947
GZVBPC,9/2/2013,Houston,TX,41.26,3102720214264451754
42D2Z3,1/11/2010,Dallas,TX,16.73,1032841811611815112
RLV55D,4/11/2011,Houston,TX,191.04,3560178612758775335
TRAJBC,5/23/2011,Dallas,TX,40.77,8546705843531273852
K2D4ZQ,7/6/2011,Dallas,TX,41.53,8631244038617359593
39CMML,12/26/2010,Dallas,TX,90.77,5930239048516570017
6BMRPY,4/5/2011,Dallas,TX,106.76,7949677631034120188
H4WLGH,4/12/2011,Houston,TX,18.78,1365807817582959639
NHKUWG,9/26/2010,Dallas,TX,104.76,5754910919875451233
4SHS8Y,2/17/2011,Dallas,TX,15.02,5469116353401416428
RXMSBK,3/7/2011,Houston,TX,142.19,1268426097672969586
GHMBPA,12/19/2010,Dallas,TX,213.33,7449684917613476768
M8Q4EG,6/14/2011,Dallas,TX,44.88,4274390320551996402
65G389,3/30/2011,Dallas,TX,115.29,6374243770814786286
KVJEXA,7/8/2010,Dallas,TX,30.84,3070716659657251551
8A342G,9/26/2010,Dallas,TX,61.51,4890752749391670204
7BB7ZR,5/9/2011,Dallas,TX,85.79,6120182426337660400
65EAS4,8/18/2010,Dallas,TX,18.85,1080605018863426413
3TNEAE,2/9/2010,Dallas,TX,153.86,5225143554460169747
2H4RC9,3/7/2011,Houston,TX,49.89,6110752986756463031
A7364F,12/10/2010,Dallas,TX,43.29,2635351905709978403
7CBQ2W,9/30/2013,Dallas,TX,28.84,7010219613867352001
UNMYM8,3/21/2011,Dallas,TX,53.09,8064011467051364224
82Q7J6,7/21/2011,Dallas,TX,45.97,6776400643426474534
GMNSTA,8/18/2010,Dallas,TX,120.55,6766285114800235226
Y9VA4R,10/27/2010,Dallas,TX,46.63,5697549875230119538
5PS3UW,6/23/2010,Dallas,TX,2.65,2618747912709313315
TZNPMU,5/11/2010,Dallas,TX,65.28,9177469482682730691
BYHM8G,6/17/2011,Dallas,TX,15.8,2976975264382126482
EC5ERN,3/11/2010,Dallas,TX,29.24,4958692775511592123
K3R5LT,4/19/2011,Dallas,TX,117.85,8965933978180910255
WKEJJN,3/7/2011,Dallas,TX,24.54,6176755152137158363
7MMQEQ,2/4/2011,Houston,TX,141.52,345564312892707807
WVAKEN,3/16/2011,Dallas,TX,104.04,8227318196590804804
ZMZ7DK,5/5/2010,Dallas,TX,2.55,8885431595265560316
Z265R8,8/17/2011,Houston,TX,70.64,3724088920752664781
H627V9,11/16/2010,Houston,TX,4.49,2705739438934320507
3VKG9X,8/28/2010,Dallas,TX,4.97,2758569054149489206
P6MVLQ,8/21/2010,Houston,TX,6.93,6386016327548987313
QS9M76,1/20/2011,Houston,TX,2.75,1329353709267406922
6HGWRT,3/22/2010,Dallas,TX,6.49,9183767230654488805
T2XNEL,6/17/2013,Waco,TX,7.46,7200586526026629681
M8U3QB,11/3/2010,Houston,TX,67.9,5728167327251994865
Z7ZY9P,4/21/2011,Houston,TX,81.64,681333747784865864
FA9CFV,3/31/2011,Dallas,TX,157.55,3979155710242815607
TGP5A2,1/22/2011,Dallas,TX,73.4,1720686201292024791
WFUZ8U,3/8/2011,Dallas,TX,53,6629721809188513795
UZNQDU,3/23/2010,Dallas,TX,80.04,8206716225067306593
FYHVE7,3/15/2011,Dallas,TX,36.77,3093715128651943983
SCXMXZ,3/17/2011,Houston,TX,35.52,81622687284374777
UFLLRP,1/4/2010,Dallas,TX,74.02,1859398169435888661
MEP6FK,5/17/2010,Dallas,TX,52.81,5678763894827484537
C3KMVW,5/16/2011,Houston,TX,65.97,7322562772164531801
8PXJ72,4/13/2011,Houston,TX,79.99,734220967780735621
L2ZNN,5/17/2011,Dallas,TX,50.14,7760969793420689587
5JR3AY,4/13/2011,Houston,TX,91.52,7548187505017022082
TWKFUR,7/18/2011,Dallas,TX,81.4,3038175452735564052
4PNN56,5/29/2012,Dallas,TX,98.99,8487469756440977310
4F3BT2,3/28/2010,Dallas,TX,37.82,419286662896551060
NX7HYA,2/25/2011,Dallas,TX,44.15,2285504528279365768
9XVFJJ,12/15/2012,Dallas,TX,109.09,7459289202573045798
W3VPAX,1/16/2011,Dallas,TX,76.79,470939561653996413
ZM5BDS,4/5/2010,Dallas,TX,30.02,2157741278468765119
DJ2QXR,10/7/2010,Dallas,TX,42.27,8276153073469367621
2BQXSC,4/13/2010,Dallas,TX,61.26,3222259157344548700
CHJN4U,11/11/2010,Dallas,TX,64.46,7823574190197434737
AZ8E27,4/15/2013,Dallas,TX,82.92,8759596703057371999
Z54GNQ,3/8/2011,Dallas,TX,71.52,3227161018287265039
C9V4MT,3/21/2011,Dallas,TX,57.42,6993814801009768768
FB3GAM,10/12/2011,Dallas,TX,99.82,7211347416315550384
3QR9VM,12/13/2010,Dallas,TX,49.54,8269746279366526050
C35J8F,1/12/2011,Dallas,TX,68.14,3524193685306565496
YYDXWL,10/20/2013,Waco,TX,80.12,4549926733458662675
DJREAZ,3/5/2011,Houston,TX,135.57,3439654435117518086
HB9UA9,12/12/2010,Houston,TX,60.54,5618118954953743473
4HABM2,2/24/2011,Dallas,TX,100.65,2619709018230649296
HAQYHL,1/23/2011,Dallas,TX,86.41,3093184080344158692
8KXDU9,1/27/2010,Dallas,TX,114.81,5888181026578828921
3WU4K3,1/14/2011,Dallas,TX,72.15,2293296673250833725
GFJ5ND,2/7/2011,Dallas,TX,59.31,8297448910243703576
76LYZC,1/16/2010,Dallas,TX,110.1,7532099734806685816
FFWE4U,4/10/2009,Dallas,TX,22.2,2550042043565439598
QADEQT,1/24/2010,Dallas,TX,68.27,2548703510773780434
89SJHQ,1/24/2013,Houston,TX,131.19,3805774236577029771
23PPYZ,9/11/2010,Dallas,TX,68.32,3546303976368789126
2U2U5N,4/20/2011,Dallas,TX,124.82,5135522841064590382
WJ6TZ6,4/21/2010,Dallas,TX,86.34,3017650241962847537
2MFZ2Z,4/19/2011,Dallas,TX,141.35,1310594225155384945
CSTPVM,12/28/2009,Waco,TX,36.77,8853174169934135196
CAG6MN,2/24/2011,Dallas,TX,80.57,430305830652296285
Z6TXLP,1/26/2011,Dallas,TX,66.47,3379596338023604864
MDTUQS,10/21/2008,Dallas,TX,141.72,7727238884719530069
2ZKCEH,6/7/2011,Dallas,TX,79.15,3227764745787767752
E7V9DV,11/3/2010,Houston,TX,38.18,7457930062320668035
ZA5TQ,4/21/2011,Dallas,TX,77.86,4817914391184934452
8K4TCC,1/2/2011,Dallas,TX,112.32,5322340000945975246
XPTV6X,1/31/2011,Houston,TX,63.77,5505727773737413345
MF7VUC,10/4/2010,Houston,TX,111.55,1081643712748057706
QUUPMR,5/16/2010,Dallas,TX,37.82,4511431669612966492
V982NF,3/10/2011,Houston,TX,136.16,3955639521800367155
CPVC3Y,10/21/2011,Dallas,TX,69.94,2159518727051936767
CTY7YY,1/14/2011,Houston,TX,59.84,1632657567157790160
7W7EV2,11/13/2009,Dallas,TX,85.49,1700208612620204183
5XSLXR,9/17/2009,Dallas,TX,43,3552499426986077849
SR9KYJ,5/5/2010,Dallas,TX,72.35,4424673234671325107
A9WA28,7/10/2012,Houston,TX,99.47,7719840389747642151
3NLGQU,3/6/2011,Dallas,TX,121.17,7097196138623234780
P74JTC,4/30/2011,Houston,TX,115.17,3373095066879677092
XVX7JH,3/21/2011,Houston,TX,82.75,3792240830561570979
QGHT9W,3/27/2011,Dallas,TX,140.46,5980690702278564635
K56QB6,1/31/2011,Houston,TX,53.59,3777396911041749063
K8BBSS,10/27/2010,Dallas,TX,79.08,140758799015556942
CGNRVL,10/4/2011,Houston,TX,67.56,4117152984587665602
3BVT2V,12/1/2009,Dallas,TX,39.27,4679800697106492269
9ZFHBX,5/13/2011,Dallas,TX,61.26,5982256263746437436
UCDRLT,10/14/2010,Dallas,TX,90.23,3372597429485387908
PDQ7NA,4/1/2011,Dallas,TX,73.94,2826750755848735851
E5CA7J,3/7/2011,Houston,TX,136.74,2763925322687276250
YWAFSH,1/11/2011,Dallas,TX,118.86,1721001795049722030
AYXEZU,1/19/2011,Dallas,TX,71.36,8773478451123544272
U9H9BL,12/13/2010,Dallas,TX,55.66,6393338039529903623
KXXBVH,10/18/2012,Houston,TX,61.05,8162130186981910474
R9X7S5,7/7/2013,Dallas,TX,228.94,7654670576165407133
9JRWFR,1/24/2013,Dallas,TX,81.66,7520044349290075908
A3R6N6,2/13/2013,Houston,TX,54.64,6993127847595659102
4RW78K,4/23/2013,Houston,TX,59.38,4728933520036797566
M4HV26,3/1/2013,Waco,TX,72.59,7318568953397684119
WUZW2W,4/15/2012,Houston,TX,26.74,786842475909376281
PBRFEL,10/18/2012,Houston,TX,82.08,5920868912516378743
SBCG2W,3/1/2013,Houston,TX,119.36,2117387042853573173
QERACW,5/14/2012,Dallas,TX,86.7,7921279194929455618
LP2J22,10/25/2012,Waco,TX,98.66,5911379402798672669
AP9RWQ,3/21/2013,Waco,TX,103.51,1798696320747765718
KGENRR,5/20/2013,Houston,TX,91.1,6039124699412705361
KS39YR,10/27/2012,Houston,TX,172.72,7114824567050961051
F7X76K,6/15/2013,Houston,TX,109.52,8171309630524848512
NWDN5K,5/17/2011,Houston,TX,40.87,4236964724758912469
79XSH6,1/30/2013,Waco,TX,113.73,7092029487398687734
S5V9BD,10/19/2011,Houston,TX,73.04,8607541320352376142
ZVTY5Y,5/30/2013,Houston,TX,64.77,8577392892300027309
SZYLP3,2/21/2013,Austin,TX,75.63,477531773341184970
RP4RVL,5/3/2013,Houston,TX,165.01,6748702479201984229
D5LCJS,1/15/2013,Houston,TX,174.1,5419473289850800084
XQ5DNQ,5/20/2013,Houston,TX,116.08,6369602560820322619
WUABYY,6/16/2013,Houston,TX,86.86,705303217637531191
MT6MKD,8/26/2013,Houston,TX,120.33,8166058608079484645
ZBLRQX,4/23/2013,Dallas,TX,50.81,6491442157147833908
8JEJAP,6/16/2013,Dallas,TX,121.87,654333221767555522
LKHQAL,5/21/2013,Houston,TX,83.14,3172267614215871710
MHZ3V9,5/5/2013,Waco,TX,99.55,8667057269038040338
Q98U9Z,9/13/2011,Houston,TX,37.26,5459410661944836215
QEF6HW,12/24/2012,Houston,TX,94.43,1564981941852837935
AGE5SJ,11/13/2011,Dallas,TX,75.18,1867327548051860577
5D9BPN,6/20/2011,Dallas,TX,48.11,4786735132631688446
PE8TLA,12/5/2012,Houston,TX,50.36,3682977862924900278
ECH3RM,1/30/2013,Houston,TX,74.93,633530012285656124
6JV2LR,1/14/2013,Houston,TX,143.27,9002148952003241733
DDV9XQ,10/17/2012,Dallas,TX,80.69,8353958542645619870
BZXQU2,10/26/2011,Waco,TX,220.56,8930073002564875977
QD4ENY,10/2/2013,Dallas,TX,63.54,6596552559431330248
JKGKAY,10/22/2013,Waco,TX,76.13,8664100085666043010
6GMXYZ,1/6/2013,Waco,TX,60.3,3235466823556502573
MV4DM2,3/28/2013,Houston,TX,120.51,812133638511501133
UMZSK6,6/23/2013,Dallas,TX,122.57,8768065175307388782
2YQRG9,4/30/2013,Waco,TX,87.81,2906202320788449084
PQF7D8,4/8/2013,Dallas,TX,57.33,3420986567632817436
4MT3VD,4/2/2013,Dallas,TX,128.17,1366470140750084605
YWAZXT,3/22/2013,Dallas,TX,64.14,5336459044531528087
4LS82X,11/7/2012,Dallas,TX,39.7,3468623123392293388
X5C7BR,5/26/2012,Houston,TX,52.88,1228236249692662185
2YDXE4,1/2/2013,Waco,TX,96.76,6933341126540561516
E64ZHZ,3/11/2013,Houston,TX,90.55,2996044470110906660
LJRWGT,2/5/2013,Waco,TX,116.66,4837333827550103143
UW4NJF,3/26/2013,Houston,TX,110.58,7959398345305657514
PAQRD4,5/28/2012,Houston,TX,76.77,1180896180653663468
RDQ7CV,6/17/2013,Austin,TX,59.65,8356673194206736162
2CVY3R,10/10/2012,Houston,TX,111.58,6138343620475679399
2P4QUU,5/7/2013,Houston,TX,58.95,9047521974830266085
PSK964,2/16/2012,Dallas,TX,104.02,1774098586779739213
JEP465,3/1/2013,Waco,TX,60.5,7319430362818272211
9M9CDR,4/18/2012,Houston,TX,163.01,2831681392166961202
AC735W,6/7/2011,Houston,TX,39.3,1937644654456916631
BMCWEL,4/16/2013,Dallas,TX,71.32,954613927869342652
V6YN7L,10/29/2012,Waco,TX,65.5,5401387447415206371
CCZER8,5/14/2013,Dallas,TX,62.11,5156348227515535940
VGUJBF,6/10/2013,Houston,TX,44.88,568349444647581375
Z2Y7LX,6/2/2013,Houston,TX,62.78,4541088899472906923
477PXA,5/20/2013,Waco,TX,49.62,2704300420745697504
Y2T4WR,7/10/2013,Houston,TX,41.61,6616747336854366495
P9GD24,3/16/2013,Waco,TX,93.96,7412999170175892921
FYZFZK,2/20/2012,Dallas,TX,124.45,3354404260177373331
ML9KNH,2/11/2013,Houston,TX,40.47,4862135183042599048
A45BM9,2/5/2013,Houston,TX,41.45,7303143195098050242
KQ4JJH,10/1/2012,Dallas,TX,87.27,4913779573622594775
ZLWBBL,11/8/2012,Dallas,TX,38.55,2904245757822548972
DTSW75,4/8/2013,Dallas,TX,157.6,3759734480759792997
