CUSTOMER_ID,CREATED_DT,CITY,STATE,FAV_DELIVERY_DAY,REFILL,DOOR_DELIVERY,PAPERLESS,CUSTOMER_NAME,RETAINED
XQK2CK,12/8/2010,Dallas,TX,Thursday,0,0,0,EfCVnwiWiU,0
FM7VFL,10/5/2009,Dallas,TX,Friday,0,0,1,3irllC23ID,1
7PEMUD,11/30/2009,Dallas,TX,Tuesday,0,0,0,0k0aADzZ3W,1
A3XBE,4/11/2011,Houston,TX,Monday,0,0,1,gDDqUAnueD,1
EQSD5E,10/7/2008,Dallas,TX,Tuesday,0,0,0,xAiFkm5iiR,1
CT3NDS,3/23/2011,Houston,TX,Tuesday,0,0,0,txEcE4AxMa,1
C6HVXN,4/16/2010,Dallas,TX,Thursday,0,0,0,UOfPSlGlRi,1
ARP342,5/1/2010,Dallas,TX,Monday,0,0,0,jhshS6mkUC,0
7PALQK,4/15/2010,Dallas,TX,Thursday,0,0,0,0JrijdIfyU,0
S5DZ4Y,7/12/2010,Dallas,TX,Monday,0,0,0,tseZtQVZnJ,1
Z7QFN7,4/30/2009,Dallas,TX,Friday,0,0,0,KVUgmOXB9M,1
TGYGPC,1/9/2011,Houston,TX,Friday,0,0,0,AC6gsKC3rH,1
DVRYSK,4/6/2011,Dallas,TX,Thursday,0,0,0,2e48yaaQxr,0
HTJNCB,10/11/2010,Dallas,TX,Tuesday,0,0,0,mdMfP9BlF4,1
3VCXN,4/10/2011,Dallas,TX,Monday,0,0,0,q1hLtktg5E,0
SGU3PB,3/31/2010,Dallas,TX,Thursday,0,0,1,Gq3kTipWcU,0
PXXTWN,5/3/2010,Dallas,TX,Tuesday,0,0,0,JaSbGAhQnj,0
U9ZQQP,12/1/2010,Waco,TX,Tuesday,0,0,1,Mlqm37vOhc,1
M87HQT,9/3/2010,Dallas,TX,Monday,0,0,0,MyVXum3oqd,0
564EL5,6/19/2010,Dallas,TX,Thursday,0,0,0,R4YESlD9yj,0
S7B2TP,9/6/2010,Houston,TX,Friday,0,0,0,p6869v8z8d,1
PA38W9,9/21/2010,Houston,TX,Thursday,0,0,0,fcUFQgXXpc,0
5DDKKP,11/13/2009,Dallas,TX,Friday,0,0,0,t1QandYguV,1
BUMVQN,2/15/2010,Dallas,TX,Monday,0,0,0,GpZrvyXd7H,0
ZPR8KQ,2/16/2009,Dallas,TX,Monday,0,0,1,2sZSPXZQ3d,1
EG43ET,2/21/2011,Dallas,TX,Monday,0,0,0,6Ob5u46rM5,1
QKYBFL,8/23/2010,Dallas,TX,Thursday,0,0,0,bX8BHX6bDX,1
2NV3SY,1/25/2011,Houston,TX,Thursday,0,0,0,tp1lBpbAo9,1
YUA6VH,3/17/2011,Houston,TX,Friday,0,0,0,Z8jR0bNaDv,1
ME8GM2,2/12/2010,Dallas,TX,Wednesday,0,0,1,2d2S5kX8HM,1
ELJFL7,2/8/2011,Dallas,TX,Wednesday,0,0,0,oMRD8I070O,1
37TL6Y,3/10/2011,Houston,TX,Friday,0,0,0,OrG9mbTQ8T,1
VSDFDY,10/29/2009,Dallas,TX,Friday,0,0,0,MhGAtS628O,1
XWM9F2,2/6/2011,Houston,TX,Monday,0,0,0,1y3axh6nmP,1
248PRB,6/27/2010,Waco,TX,Wednesday,0,0,0,Oa02ppnJMs,1
EDHT4T,3/1/2011,Dallas,TX,Monday,0,0,0,rLJbHg6SXW,1
2K94VS,8/25/2010,Dallas,TX,Friday,0,0,0,N075gDT9jv,1
PBCL4J,7/14/2009,Dallas,TX,Tuesday,0,0,0,PPfbqX86dw,0
E3JPX3,9/12/2010,Dallas,TX,Thursday,0,0,0,ZK3CJJfUwE,0
5CLFNM,12/9/2010,Dallas,TX,Monday,0,0,0,rCnpGnlbnV,1
S8J2KD,9/28/2010,Dallas,TX,Wednesday,0,0,0,GjmENyvmT6,0
SJKEYZ,8/27/2010,Houston,TX,Wednesday,0,0,0,fOo3iMqKbD,1
PCM3GS,10/6/2010,Dallas,TX,Monday,0,0,1,cHETyrNbvw,1
4YUT8B,2/23/2011,Houston,TX,Friday,0,0,0,OfrTVqt3H1,0
WYPLUJ,12/6/2009,Dallas,TX,Monday,0,0,0,NTH2CDeOBZ,1
6FR5QW,8/26/2009,Dallas,TX,Thursday,0,0,0,Bz9FAmSoR7,0
ETU955,3/2/2011,Houston,TX,Monday,1,1,1,PCmARmjJML,1
3WEGJ4,12/4/2008,Dallas,TX,Monday,0,0,0,lnEOTmpMFD,1
HFLKGD,2/9/2010,Dallas,TX,Friday,0,0,0,6X076VYrgz,1
CXU7AW,3/7/2011,Houston,TX,Tuesday,0,0,0,AR9DbarhV7,0
Y4JALT,2/13/2011,Houston,TX,Friday,0,0,0,IC8XlChTlD,1
6ZHF73,9/7/2010,Dallas,TX,Wednesday,0,0,0,dDnCW0HfdR,0
UTLGDS,1/29/2010,Dallas,TX,Tuesday,0,0,0,vJitoinQ9B,1
F3ANT8,2/18/2011,Houston,TX,Thursday,0,0,0,t4bkFeL3a1,1
UH5A8N,12/10/2009,Dallas,TX,Friday,0,0,0,l4lQ0Mq3St,0
72EG38,5/2/2010,Dallas,TX,Friday,0,0,0,hffcrZlnag,0
DEHQEB,1/13/2011,Dallas,TX,Wednesday,0,0,0,aYpmdb4WvY,0
HU4SHX,11/9/2009,Dallas,TX,Friday,0,0,0,kN3H5uWOur,0
ZGNKU4,8/9/2010,Houston,TX,Monday,0,0,0,om1fEOI1XG,1
9B2NQX,9/28/2010,Dallas,TX,Thursday,0,0,0,cIq0po78Rg,0
HSZGYK,1/21/2010,Dallas,TX,Monday,0,0,0,tlukQT1bMd,1
FVHPYJ,11/15/2009,Dallas,TX,Monday,0,0,0,aKjjjDuSbV,0
SKUYV,4/22/2011,Houston,TX,Monday,1,0,1,5DPwY5hjFt,1
FCX4A7,1/29/2011,Houston,TX,Monday,0,0,0,UwQUm6HHKG,1
2CQ42Z,8/30/2010,Dallas,TX,Wednesday,0,0,0,M2PEFofA8a,1
9HRV46,1/18/2011,Dallas,TX,Monday,0,0,0,jWibzLMLLY,1
TNDHYE,3/22/2011,Waco,TX,Wednesday,0,0,1,JJyw5ZAfUD,1
P4SHNX,3/27/2011,Houston,TX,Thursday,0,0,0,STa59q4WpC,1
XFM2UU,5/5/2010,Dallas,TX,Friday,0,0,0,SczvEFaPna,0
FYKE6T,11/9/2010,Houston,TX,Tuesday,0,0,0,riJcr0TEnf,1
9HNPDF,11/10/2009,Dallas,TX,Friday,0,0,0,xPLoh6pUYK,1
3PMDNS,4/26/2010,Dallas,TX,Wednesday,0,0,0,hD7cgnuVgX,0
QDTHZ3,8/27/2009,Dallas,TX,Tuesday,0,0,0,XKHHZm9s07,0
85JTA,4/22/2011,Dallas,TX,Monday,0,0,0,QFq8fOYaIJ,1
YACQB7,5/10/2011,Dallas,TX,Monday,0,0,0,la47J4dBZF,0
UA88SV,7/2/2010,Dallas,TX,Thursday,0,0,0,KUijtFhNcb,1
M43V97,1/24/2011,Dallas,TX,Tuesday,0,0,0,ZtpwsuGK8y,0
BRZQNB,7/9/2010,Waco,TX,Wednesday,0,0,1,6UTln382J0,1
6GK8ZP,5/30/2010,Dallas,TX,Monday,0,0,0,sveUVTqCVq,0
AXS66R,11/16/2010,Houston,TX,Monday,1,0,0,R25CTrgXf9,1
C9S2QZ,8/7/2008,Dallas,TX,Wednesday,1,0,0,RJMplYzCHI,1
BTE8SJ,1/12/2011,Dallas,TX,Tuesday,0,0,1,V4LPZ61v9B,1
6C69AH,4/15/2010,Dallas,TX,Friday,0,0,0,6KmhHNaWqX,0
MFGEYU,3/7/2011,Houston,TX,Thursday,0,0,0,JKkGHNXRI6,0
SBJSTR,5/11/2011,Dallas,TX,Tuesday,0,0,0,LzKqlOuKFo,0
4P69JL,2/10/2010,Dallas,TX,Monday,0,0,0,kkqVLnhk06,0
Y3Q9RE,10/20/2010,Dallas,TX,Friday,0,0,0,Cq3b67ZVlO,0
SH97N,3/22/2011,Houston,TX,Monday,0,0,0,FTzgMGdunl,0
F8CALQ,10/4/2010,Dallas,TX,Thursday,0,0,0,mcI1chDKvQ,1
AZ48MV,3/9/2011,Dallas,TX,Friday,0,0,0,H61wRDkCWo,1
VZSLYC,1/24/2011,Dallas,TX,Friday,0,0,1,LSbaMecMMX,0
9FT8PL,2/18/2011,Dallas,TX,Friday,0,0,1,UmcksBFHrg,0
6B6RCS,5/3/2011,Dallas,TX,Wednesday,0,0,0,tlY7395FBF,0
AL2LGA,10/12/2010,Houston,TX,Wednesday,0,0,0,Sp633swio6,0
7VK6PX,9/27/2010,Dallas,TX,Wednesday,0,0,0,O72UI509OQ,1
FHKQJY,3/17/2010,Dallas,TX,Thursday,0,0,0,eETPacHkWe,0
2WCFBU,8/25/2010,Dallas,TX,Wednesday,0,0,0,mHr67DpFZs,0
BWVPGQ,9/20/2010,Dallas,TX,Tuesday,0,0,1,in9Ao8n1yF,1
X3299E,8/12/2010,Dallas,TX,Tuesday,0,0,1,xqoqxpRDiT,1
KJ8J2C,4/12/2011,Dallas,TX,Tuesday,0,0,0,miOcQ9JQw9,0
BJAPV3,1/24/2011,Dallas,TX,Friday,0,0,1,zJK79Yducu,0
VJYRQ8,6/26/2009,Dallas,TX,Thursday,0,0,0,CyL368C44x,0
3ETY2H,3/6/2011,Houston,TX,Thursday,0,0,0,qVNsIfoGuj,0
BSC6KU,12/17/2009,Dallas,TX,Tuesday,0,0,0,UFnqVfKV6y,1
ABHHAT,11/17/2010,Dallas,TX,Friday,0,0,0,u61YCYTIgh,0
RH5VGB,10/21/2010,Houston,TX,Friday,0,0,0,hUKYos26YK,1
ER99UJ,9/2/2010,Dallas,TX,Monday,0,0,0,gdiNXTBqcW,1
86SLAH,8/27/2010,Houston,TX,Thursday,0,0,0,kDE6Anfp9j,1
TJJPG,4/24/2011,Dallas,TX,Thursday,0,0,1,73xguqENdS,1
GCXDYV,1/23/2011,Houston,TX,Tuesday,0,0,0,yge2NzjMpf,0
8REF6A,9/2/2010,Houston,TX,Thursday,0,0,0,OSIbjUiqin,0
JD489B,1/25/2011,Houston,TX,Wednesday,0,0,0,nVJOBrofqb,1
Y6C6NW,9/18/2010,Dallas,TX,Monday,0,0,0,0AlOPYXQhT,1
UDKBWA,3/6/2011,Houston,TX,Friday,0,1,0,uRRGszwoF0,1
Z3M84Z,7/21/2008,Dallas,TX,Tuesday,0,0,0,dWqgDN7QRb,0
JJH6BE,11/24/2009,Dallas,TX,Friday,1,0,1,P1ztVPTw7z,0
FEUEP6,8/22/2010,Dallas,TX,Monday,0,0,0,eAZXR4TJdJ,1
CGUZKY,9/1/2010,Dallas,TX,Monday,0,0,0,RI4VeywJpD,1
S6MWEQ,3/23/2010,Dallas,TX,Friday,0,0,0,Dmq4Cn3Rco,1
646VZ8,2/24/2011,Dallas,TX,Monday,0,0,0,EltTMy5rY6,1
BCERB3,12/27/2009,Dallas,TX,Friday,0,0,0,Mqq8DUwY6y,1
3EEP8A,2/3/2011,Houston,TX,Wednesday,0,0,0,erCULdd9Nk,1
3F2G9G,2/14/2011,Dallas,TX,Monday,0,0,0,S4iGwO4lYs,1
2Z2YX3,10/27/2010,Houston,TX,Wednesday,0,0,0,grZaRVsZlK,1
SHVHNF,9/9/2009,Dallas,TX,Friday,0,0,0,EY2hUyNKQW,1
ESAZ2K,3/6/2011,Houston,TX,Monday,0,0,1,Q8b9b4bA3m,0
FWCQ9Y,5/6/2009,Dallas,TX,Tuesday,0,0,0,3pESeRW8z5,1
GZVBPC,7/22/2010,Houston,TX,Tuesday,0,0,1,YAuKDketFJ,1
42D2Z3,1/11/2010,Dallas,TX,Tuesday,0,0,0,tQTGyoITSF,1
4A6UZV,1/17/2011,Houston,TX,Wednesday,0,0,0,g9YFikRBR5,1
RLV55D,4/8/2011,Houston,TX,Wednesday,0,0,0,p7mwtsH6yw,1
TRAJBC,5/10/2011,Dallas,TX,Monday,0,0,0,sjDZ0Yq4Wp,0
6ERUQ9,1/5/2009,Dallas,TX,Thursday,0,0,0,nhCuXU3BS9,1
QQNM35,12/11/2009,Dallas,TX,Monday,0,0,1,o2bYprOkme,0
K2D4ZQ,7/9/2010,Dallas,TX,Wednesday,0,0,0,80WiVHYZwY,0
ZUN4CF,10/16/2010,Houston,TX,Monday,0,0,1,lhncD05PKs,1
HA7L95,9/1/2010,Dallas,TX,Wednesday,0,0,0,BT04mD4Ee8,1
2DHFAA,10/24/2010,Dallas,TX,Thursday,0,0,1,PQm2ImGWW4,1
39CMML,11/2/2010,Dallas,TX,Tuesday,0,0,0,TMnE2WA1Ps,1
6BMRPY,1/18/2011,Dallas,TX,Monday,0,0,1,dxkfH0YVjV,1
H4WLGH,4/7/2011,Houston,TX,Friday,0,0,0,jRMrslBjBd,0
NHKUWG,9/19/2010,Dallas,TX,Tuesday,0,0,0,AJUYYZiyqH,0
FY7APA,3/16/2011,Houston,TX,Thursday,0,0,0,DjvvdCfK7b,1
4SHS8Y,2/17/2011,Dallas,TX,Thursday,0,0,0,xnS34at1oK,1
RXMSBK,3/7/2011,Houston,TX,Friday,0,0,1,wsIhGqtBjj,1
GHMBPA,12/1/2010,Dallas,TX,Friday,0,1,0,ps0VLkPOTy,1
D28LME,9/3/2010,Dallas,TX,Thursday,0,0,1,LigLuJPKIR,1
M8Q4EG,9/13/2010,Dallas,TX,Tuesday,0,0,0,TsemHqvyF1,1
65G389,3/27/2011,Dallas,TX,Thursday,0,0,0,QTXyWfV4nd,0
KVJEXA,6/18/2009,Dallas,TX,Thursday,0,0,0,PnsFJTP7PL,0
8A342G,6/3/2010,Dallas,TX,Monday,0,0,1,Ie6YNt5E6f,0
7BB7ZR,5/2/2011,Dallas,TX,Wednesday,0,0,0,bpdAa7x64q,1
65EAS4,8/18/2010,Dallas,TX,Thursday,0,0,0,iKzRkOjFh1,0
3TNEAE,2/9/2010,Dallas,TX,Tuesday,0,0,1,49JgXs5b8W,0
2H4RC9,1/27/2011,Houston,TX,Monday,0,0,0,iEnTwCmtRz,1
A7364F,12/7/2010,Dallas,TX,Tuesday,0,0,0,hu5fnJDJ3W,1
PBK32R,3/11/2011,Houston,TX,Friday,0,0,1,pqxEBr2oyc,0
7CBQ2W,3/24/2010,Dallas,TX,Wednesday,0,0,1,4dfTHE0REw,1
UNMYM8,1/18/2010,Dallas,TX,Monday,0,0,1,OG1XaGAK6H,1
82Q7J6,2/17/2010,Dallas,TX,Thursday,0,0,0,Y8QLpAQgad,1
GKWDJY,8/18/2010,Dallas,TX,Wednesday,0,0,0,mjpPldzoEd,1
GMNSTA,3/1/2010,Dallas,TX,Friday,0,0,0,asCciN3DmU,1
Y9VA4R,10/27/2010,Dallas,TX,Thursday,0,0,0,gHV8NUf906,0
9P3HVN,7/3/2009,Dallas,TX,Friday,0,0,0,bPHsU4ggeQ,0
5PS3UW,6/23/2010,Dallas,TX,Wednesday,0,0,0,u3ebcEM6kD,0
TZNPMU,5/7/2010,Dallas,TX,Thursday,0,0,0,a0qcC1g4ex,0
BYHM8G,5/10/2011,Dallas,TX,Friday,0,0,0,OrcimUWYX2,0
EC5ERN,4/1/2009,Dallas,TX,Friday,0,0,0,ffpqmxobJV,1
K3R5LT,1/18/2011,Dallas,TX,Tuesday,0,0,0,K8izL0xy9d,1
WKEJJN,2/28/2011,Dallas,TX,Wednesday,0,0,0,F2KmhijWGk,1
7MMQEQ,12/2/2010,Houston,TX,Friday,0,0,0,ZePhbltxJj,0
WVAKEN,2/27/2010,Dallas,TX,Tuesday,1,1,0,mQeoXopG2h,1
K5GVT2,5/12/2010,Dallas,TX,Monday,0,0,0,c2ujynv9Uq,0
ZMZ7DK,5/5/2010,Dallas,TX,Thursday,0,0,0,iMIorzBauE,0
Z265R8,3/27/2011,Houston,TX,Monday,1,0,1,qzGJrNghgi,1
T2GYG8,3/6/2011,Houston,TX,Monday,0,0,0,eojcSCL67g,1
M8U3QB,11/3/2010,Houston,TX,Tuesday,0,0,1,0QInBpmVHJ,0
LXRHC4,6/4/2009,Dallas,TX,Thursday,0,0,0,ZcRJCLAz1J,0
LNBRUD,12/17/2009,Dallas,TX,Tuesday,0,0,0,NaCuko92Pi,1
XLFBDZ,9/12/2010,Dallas,TX,Wednesday,0,0,1,99CaW77pcY,1
CQ3US7,5/7/2010,Dallas,TX,Thursday,0,0,0,roBQCpJaGC,1
JKBYXZ,7/28/2009,Dallas,TX,Friday,0,0,0,NllbnBEKIj,0
EGDX6M,2/28/2011,Houston,TX,Wednesday,0,0,0,IY1KbG3pp7,0
EN4MUH,6/17/2010,Dallas,TX,Friday,0,0,1,6Ye94N92f8,1
Z7ZY9P,4/3/2011,Houston,TX,Monday,0,0,0,Xt28C3DWom,1
ERXWY7,10/28/2009,Dallas,TX,Thursday,0,0,0,xKDajkcjGy,0
FA9CFV,11/6/2010,Dallas,TX,Monday,0,0,1,JGw25slLrU,0
TGP5A2,11/18/2010,Dallas,TX,Wednesday,0,0,0,woAHqVnNwD,0
FMY3SW,4/21/2010,Dallas,TX,Monday,0,0,0,XKryzvoccO,1
SHU2VD,11/30/2010,Houston,TX,Thursday,0,0,0,4PwZuNplx9,1
H627V9,11/16/2010,Houston,TX,Monday,0,0,0,7eJhpxuOyg,0
WFUZ8U,12/3/2009,Dallas,TX,Friday,0,0,0,SLSehNYg1f,0
7W8BMP,2/6/2010,Dallas,TX,Monday,0,0,0,DjzUxvOT1e,1
QM49AX,11/11/2009,Dallas,TX,Friday,0,0,0,rIasenGnYg,0
JYRLK2,10/20/2010,Dallas,TX,Thursday,0,0,0,Ur7GDLWP40,0
9UK7YJ,3/7/2011,Dallas,TX,Monday,0,0,0,DzojdtBUmq,1
NRB8K8,11/30/2009,Dallas,TX,Monday,0,0,0,Mvb2wDjBte,0
US5RN,5/3/2011,Houston,TX,Wednesday,0,0,0,hMi3u6qETx,0
4RAFVU,4/18/2010,Dallas,TX,Friday,0,0,0,B8opF4bv4E,1
GM44U,5/2/2011,Dallas,TX,Tuesday,0,0,1,IRKORbuICR,1
3KYBN3,9/10/2009,Dallas,TX,Monday,0,0,0,V3soQpSDbe,1
ETK8AW,4/4/2011,Dallas,TX,Friday,0,0,0,SuZRbbMBre,1
8QBYR7,12/4/2009,Dallas,TX,Wednesday,0,0,0,rptVybRiJt,1
8Z7CKG,11/13/2010,Dallas,TX,Monday,0,0,0,EM74nGm4MN,0
Q25K8R,12/6/2010,Houston,TX,Tuesday,0,0,0,9UYieF6Fwo,1
UZNQDU,3/23/2010,Dallas,TX,Tuesday,0,0,0,MsCEBXsp1h,0
FPHN67,9/11/2010,Houston,TX,Friday,0,0,1,9rwZ6hosfF,1
FYHVE7,10/11/2010,Dallas,TX,Friday,0,0,1,UBOXpA8PEc,0
SCXMXZ,2/1/2011,Houston,TX,Thursday,0,0,0,3tyqiw6MUB,0
DWPL92,6/24/2009,Dallas,TX,Monday,0,0,0,PAgxtgxoYw,0
UWY3KK,4/17/2010,Dallas,TX,Monday,0,0,0,H5JhGe7Sv7,0
UFLLRP,1/4/2010,Dallas,TX,Friday,0,0,0,75teRqCpH4,0
MEP6FK,5/10/2010,Dallas,TX,Tuesday,0,0,0,NEfJGyRqXz,1
WVJJ44,11/14/2010,Houston,TX,Thursday,0,0,0,n3jyDLDE1x,1
C3KMVW,2/26/2011,Houston,TX,Tuesday,0,0,0,kxvNRUEQpT,1
8PXJ72,3/26/2011,Houston,TX,Wednesday,0,0,0,F6blbkMVIn,1
L2ZNN,5/2/2011,Dallas,TX,Tuesday,0,0,0,8iaiylUg2D,1
5JR3AY,3/6/2011,Houston,TX,Friday,0,0,0,RDngNViB58,1
TWKFUR,9/10/2010,Dallas,TX,Wednesday,0,0,0,72OQmemYY9,0
4PNN56,2/18/2011,Dallas,TX,Thursday,0,0,0,cJMFxZxa97,1
4F3BT2,1/3/2010,Dallas,TX,Monday,0,0,0,Rlwzh5ICnB,0
RXKZVE,8/31/2010,Dallas,TX,Thursday,0,0,0,8KqEZ3eiJR,0
PPDTZE,9/1/2009,Dallas,TX,Thursday,0,0,0,sRjPIUk2qq,0
NX7HYA,12/7/2010,Dallas,TX,Tuesday,0,0,1,80Dskj8yM1,1
9XVFJJ,8/30/2010,Dallas,TX,Wednesday,0,0,0,FJfG2VdP1k,0
FB4PJW,9/11/2009,Dallas,TX,Friday,0,0,0,h7c7hqCX6S,0
QL9PSC,8/31/2010,Dallas,TX,Thursday,0,0,0,YvSj1OJBY4,1
