DISCOUNT_ID,ORDER_ID,PRICE,QUANTITY,ORDER_DETAIL_ID,ORDER_ITEM_DISCOUNT_AMOUNT,LINE_NUMBER,UNIT_PRICE,MENU_ITEM_ID
,4064089,14,2,11111322,,2,7,13
,4064089,6,1,11111321,,1,6,12
,4064089,3,1,11111324,,4,3,15
,4064089,7,2,11111320,,0,3.5,10
,4064089,5,1,11111326,,6,5,18
,4064092,4,1,11111335,,0,4,17
,4064093,7,1,11111339,,2,7,13
,4064093,6,1,11111338,,1,6,12
,4064093,3,1,11111337,,0,3,19
,4064093,3,1,11111340,,3,3,15
,4064094,4,1,11111341,,0,4,17
,4064095,9,3,11111342,,0,3,19
,4064096,12,2,11111344,,1,6,11
,4064096,3,1,11111343,,0,3,19
,4064097,7,2,11111345,,0,3.5,10
,4064099,3,1,11111357,,1,3,19
,4064099,8,2,11111356,,0,4,17
,4064100,6,1,11111359,,1,6,11
,4064100,4,1,11111358,,0,4,17
,4064101,6,1,11111360,,0,6,11
,4064102,8,2,11111361,,0,4,17
,4064102,10,2,11111362,,1,5,18
,4064103,5,1,11111364,,1,5,18
,4064103,3.5,1,11111365,,2,3.5,10
,4064103,8,2,11111363,,0,4,17
,4064104,8,2,11111366,,0,4,17
,4064104,7,1,11111367,,1,7,13
,4064105,6,1,11111368,,0,6,11
,4064106,3.5,1,11111369,,0,3.5,10
,4064106,3,1,11111373,,4,3,16
,4064106,6,1,11111370,,1,6,11
,4064106,3,1,11111376,,7,3,19
,4064106,6,1,11111371,,2,6,12
,4064106,10,2,11111375,,6,5,18
,4064106,4,1,11111374,,5,4,17
,4064097,5,1,11111347,,2,5,18
,4064097,6,1,11111348,,3,6,11
,4064097,8,2,11111346,,1,4,17
,4064098,10,2,11111354,,5,5,18
,4064098,14,2,11111350,,1,7,13
,4064098,6,2,11111352,,3,3,15
,4064098,6,1,11111349,,0,6,12
,4064098,6,2,11111355,,6,3,19
,4064098,2,1,11111351,,2,2,14
,4064098,4,1,11111353,,4,4,17
,4064047,12,2,11111197,,2,6,12
,4064047,6,1,11111196,,1,6,11
,4064047,8,2,11111200,,5,4,17
,4064047,6,2,11111199,,4,3,16
,4064047,3.5,1,11111195,,0,3.5,10
,4064048,3,1,11111202,,1,3,19
,4064048,4,1,11111201,,0,4,17
,4064049,6,2,11111203,,0,3,19
,4064049,3,1,11111204,,1,3,15
,4064050,3,1,11111205,,0,3,19
,4064110,6,2,11111388,,3,3,16
,4064110,6,1,11111385,,0,6,11
,4064110,6,1,11111386,,1,6,12
,4064110,10,2,11111389,,4,5,18
,4064111,6,1,11111392,,2,6,12
,4064111,5,1,11111390,,0,5,18
,4064111,3,1,11111391,,1,3,19
,4064112,5,1,11111393,,0,5,18
,4064113,3.5,1,11111395,,1,3.5,10
,4064113,4,1,11111394,,0,4,17
,4064106,3,1,11111372,,3,3,15
,4064107,7,1,11111379,,2,7,13
,4064107,5,1,11111377,,0,5,18
,4064107,3,1,11111378,,1,3,19
,4064108,8,2,11111381,,1,4,17
,4064108,12,2,11111382,,2,6,11
,4064108,3,1,11111380,,0,3,19
,4064108,7,1,11111383,,3,7,13
,4064109,3,1,11111384,,0,3,19
,4064110,14,2,11111387,,2,7,13
,4064113,6,1,11111396,,2,6,12
,4064114,4,1,11111397,,0,4,17
,4064114,6,1,11111398,,1,6,11
,4064115,12,2,11111399,,0,6,11
,4064115,3,1,11111401,,2,3,19
,4064115,3.5,1,11111400,,1,3.5,10
,4064116,5,1,11111402,,0,5,18
,4064117,5,1,11111403,,0,5,18
,4064118,6,1,11111406,,2,6,12
,4064118,4,1,11111404,,0,4,17
,4064120,6,1,11111416,,3,6,11
,4064121,3.5,1,11111417,,0,3.5,10
,4064121,5,1,11111418,,1,5,18
,4064121,6,1,11111419,,2,6,11
,4064121,6,1,11111420,,3,6,12
,4064122,7,1,11111423,,2,7,13
,4064122,6,1,11111422,,1,6,12
,4064122,10,2,11111421,,0,5,18
,4064123,4,1,11111424,,0,4,17
,4064124,6,1,11111425,,0,6,12
,4064125,6,1,11111427,,1,6,11
,4064125,12,3,11111426,,0,4,17
,4064126,3.5,1,11111428,,0,3.5,10
,4064126,6,1,11111429,,1,6,11
,4064126,7,1,11111430,,2,7,13
,4064126,3,1,11111431,,3,3,16
,4064126,5,1,11111433,,5,5,18
,4064126,4,1,11111432,,4,4,17
,4064127,12,2,11111437,,3,6,12
,4064127,4,1,11111434,,0,4,17
,4064118,3,1,11111405,,1,3,19
,4064119,6,2,11111410,,3,3,15
,4064119,6,1,11111408,,1,6,12
,4064119,6,1,11111407,,0,6,11
,4064119,3,1,11111412,,5,3,19
,4064119,4,2,11111409,,2,2,14
,4064119,16,4,11111411,,4,4,17
,4064120,4,1,11111414,,1,4,17
,4064120,3,1,11111413,,0,3,19
,4064120,10,2,11111415,,2,5,18
,4064127,6,1,11111436,,2,6,11
,4064127,5,1,11111435,,1,5,18
,4064128,3,1,11111440,,2,3,16
,4064128,3,1,11111442,,4,3,19
,4064128,3,1,11111439,,1,3,15
,4064128,6,1,11111438,,0,6,12
,4064128,4,1,11111441,,3,4,17
,4064129,6,1,11111444,,1,6,11
,4064129,4,1,11111443,,0,4,17
,4064130,3,1,11111446,,1,3,19
,4064132,6,1,11111456,,2,6,12
,4064132,3.5,1,11111454,,0,3.5,10
,4064132,12,3,11111458,,4,4,17
,4064132,18,3,11111455,,1,6,11
,4064133,6,1,11111460,,0,6,11
,4064134,8,2,11111461,,0,4,17
,4064135,12,2,11111463,,1,6,12
,4064135,6,1,11111462,,0,6,11
,4064135,6,2,11111466,,4,3,15
,4064135,2,1,11111465,,3,2,14
,4064130,6,1,11111445,,0,6,11
,4064130,7,1,11111447,,2,7,13
,4064131,12,2,11111449,,1,6,11
,4064131,3,1,11111451,,3,3,16
,4064131,8,2,11111452,,4,4,17
,4064131,3,1,11111453,,5,3,19
,4064131,3.5,1,11111448,,0,3.5,10
,4064131,6,1,11111450,,2,6,12
,4064132,3,1,11111459,,5,3,19
,4064132,2,1,11111457,,3,2,14
,4064135,3,1,11111467,,5,3,16
,4064135,10,2,11111468,,6,5,18
,4064135,7,1,11111464,,2,7,13
,4064135,6,2,11111469,,7,3,19
,4064136,8,2,11111474,,4,4,17
,4064136,3.5,1,11111470,,0,3.5,10
,4064136,15,3,11111475,,5,5,18
,4064136,6,1,11111471,,1,6,11
,4064136,7,1,11111472,,2,7,13
,4064136,2,1,11111473,,3,2,14
,4064137,6,1,11111478,,2,6,11
,4064137,3,1,11111476,,0,3,16
,4064137,7,1,11111479,,3,7,13
,4064137,5,1,11111477,,1,5,18
,4064138,6,1,11111482,,2,6,11
,4064138,2,1,11111483,,3,2,14
,4064138,3,1,11111480,,0,3,16
,4064138,25,5,11111481,,1,5,18
,4064139,3,1,11111487,,3,3,16
,4064139,6,1,11111485,,1,6,12
,4064139,7,1,11111486,,2,7,13
,4064139,3,1,11111488,,4,3,19
,4064139,6,1,11111484,,0,6,11
,4064140,7,1,11111491,,2,7,13
,4064140,2,1,11111492,,3,2,14
,4064140,6,1,11111490,,1,6,11
,4064140,6,2,11111489,,0,3,19
,4064141,8,2,11111493,,0,4,17
,4064141,3,1,11111494,,1,3,19
,4064142,3,1,11111495,,0,3,19
,4064142,6,1,11111496,,1,6,11
,4064143,3,1,11111497,,0,3,19
,4064144,4,1,11111498,,0,4,17
,4064145,3,1,11111502,,3,3,15
,4064145,5,1,11111499,,0,5,18
,4064145,6,1,11111500,,1,6,12
,4064145,7,1,11111501,,2,7,13
,4064146,9,3,11111510,,7,3,19
,4064146,10,2,11111509,,6,5,18
,4064146,7,1,11111505,,2,7,13
,4064148,17,1,11111515,,1,17,22
,4064148,12,2,11111517,,3,6,27
,4064148,6,1,11111519,,5,6,29
,4064148,14,1,11111514,,0,14,21
,4064149,14,1,11111520,,0,14,21
,4064150,14,1,11111521,,0,14,21
,4064150,6,1,11111524,,3,6,27
,4064150,6,1,11111525,,4,6,29
,4064150,24,2,11111522,,1,12,23
,4064150,2,1,11111523,,2,2,24
,4064146,3,1,11111507,,4,3,16
,4064146,3,1,11111506,,3,3,15
,4064146,3.5,1,11111503,,0,3.5,10
,4064146,6,1,11111504,,1,6,11
,4064146,8,2,11111508,,5,4,17
,4064147,6,1,11111512,,1,6,12
,4064147,10,2,11111511,,0,5,18
,4064147,3,1,11111513,,2,3,15
,4064148,4,2,11111516,,2,2,24
,4064148,21,1,11111518,,4,21,28
,4064151,6,1,11111530,,4,6,27
,4064151,42,3,11111526,,0,14,21
,4064151,34,2,11111527,,1,17,22
,4064151,42,2,11111531,,5,21,28
,4064151,3,1,11111529,,3,3,26
,4064151,2,1,11111528,,2,2,24
,4064152,12,1,11111533,,1,12,23
,4064152,6,1,11111536,,4,6,29
,4064152,21,1,11111535,,3,21,28
,4064152,6,2,11111534,,2,3,26
,4064152,14,1,11111532,,0,14,21
,4064153,2,1,11111539,,2,2,24
,4064153,24,2,11111538,,1,12,23
,4064153,63,3,11111541,,4,21,28
,4064153,3,1,11111540,,3,3,26
,4064153,14,1,11111537,,0,14,21
,4064154,12,1,11111545,,3,12,23
,4064154,3,1,11111542,,0,3,25
,4064154,12,2,11111544,,2,6,29
,4064154,14,1,11111543,,1,14,21
,4064158,48,4,11111556,,3,12,23
,4064159,14,1,11111557,,0,14,21
,4064159,34,2,11111558,,1,17,22
,4064159,24,2,11111559,,2,12,23
,4064159,6,1,11111561,,4,6,29
,4064159,3,1,11111560,,3,3,26
,4064160,12,2,11111566,,4,6,27
,4064160,12,1,11111563,,1,12,23
,4064160,12,2,11111568,,6,6,29
,4064160,21,1,11111567,,5,21,28
,4064155,17,1,11111546,,0,17,22
,4064156,21,1,11111548,,1,21,28
,4064156,14,1,11111549,,2,14,21
,4064156,2,1,11111547,,0,2,24
,4064157,6,1,11111550,,0,6,27
,4064157,21,1,11111551,,1,21,28
,4064157,51,3,11111552,,2,17,22
,4064158,14,1,11111554,,1,14,21
,4064158,17,1,11111555,,2,17,22
,4064158,2,1,11111553,,0,2,24
,4064163,17,1,11111572,,1,17,22
,4064163,21,1,11111577,,6,21,28
,4064164,12,1,11111581,,3,12,23
,4064164,3,1,11111578,,0,3,26
,4064164,14,1,11111580,,2,14,21
,4064164,12,2,11111579,,1,6,27
,4064165,18,3,11111586,,4,6,29
,4064165,3,1,11111585,,3,3,25
,4064165,17,1,11111582,,0,17,22
,4064165,12,1,11111583,,1,12,23
,4064160,17,1,11111562,,0,17,22
,4064160,6,2,11111564,,2,3,25
,4064160,3,1,11111565,,3,3,26
,4064161,21,1,11111569,,0,21,28
,4064162,17,1,11111570,,0,17,22
,4064163,28,2,11111571,,0,14,21
,4064163,24,2,11111573,,2,12,23
,4064163,3,1,11111576,,5,3,26
,4064163,2,1,11111574,,3,2,24
,4064163,3,1,11111575,,4,3,25
,4064165,2,1,11111584,,2,2,24
,4064166,17,1,11111587,,0,17,22
,4064167,63,3,11111593,,5,21,28
,4064167,4,2,11111591,,3,2,24
,4064167,51,3,11111589,,1,17,22
,4064167,14,1,11111588,,0,14,21
,4064167,6,2,11111592,,4,3,25
,4064167,24,2,11111590,,2,12,23
,4064168,14,1,11111594,,0,14,21
,4064169,28,2,11111595,,0,14,21
,4064170,12,1,11111598,,2,12,23
,4064170,9,3,11111599,,3,3,25
,4064170,21,1,11111601,,5,21,28
,4064170,6,1,11111602,,6,6,29
,4064170,17,1,11111597,,1,17,22
,4064170,14,1,11111596,,0,14,21
,4064170,6,1,11111600,,4,6,27
,4064171,14,1,11111604,,1,14,21
,4064171,6,1,11111603,,0,6,27
,4064172,21,1,11111605,,0,21,28
,4064176,21,1,11111615,,0,21,28
,4064176,6,1,11111616,,1,6,29
,4064177,51,3,11111619,,1,17,22
,4064177,6,1,11111622,,4,6,29
,4064177,6,2,11111621,,3,3,26
,4064177,14,1,11111618,,0,14,21
,4064177,2,1,11111620,,2,2,24
,4064178,17,1,11111625,,2,17,22
,4064178,2,1,11111623,,0,2,24
,4064178,42,2,11111624,,1,21,28
,4064173,6,1,11111606,,0,6,27
,4064174,3,1,11111610,,3,3,26
,4064174,17,1,11111608,,1,17,22
,4064174,3,1,11111609,,2,3,25
,4064174,6,1,11111611,,4,6,27
,4064174,14,1,11111607,,0,14,21
,4064174,21,1,11111612,,5,21,28
,4064174,12,2,11111613,,6,6,29
,4064175,21,1,11111614,,0,21,28
,4064176,17,1,11111617,,2,17,22
,4064179,9,3,11111628,,2,3,25
,4064179,3,1,11111629,,3,3,26
,4064179,17,1,11111627,,1,17,22
,4064179,42,2,11111631,,5,21,28
,4064179,28,2,11111626,,0,14,21
,4064179,12,2,11111630,,4,6,27
,4064180,3,1,11111632,,0,3,26
,4064180,14,1,11111634,,2,14,21
,4064180,6,1,11111633,,1,6,27
,4064181,2,1,11111638,,3,2,24
,4064184,2,1,11111646,,0,2,24
,4064184,42,3,11111648,,2,14,21
,4064184,34,2,11111649,,3,17,22
,4064184,3,1,11111647,,1,3,25
,4064185,14,1,11111651,,1,14,21
,4064185,42,2,11111650,,0,21,28
,4064186,21,1,11111653,,1,21,28
,4064186,6,1,11111652,,0,6,27
,4064187,21,1,11111654,,0,21,28
,4064188,3,1,11111655,,0,3,26
,4064188,6,1,11111657,,2,6,29
,4064188,6,1,11111656,,1,6,27
,4064189,28,2,11111658,,0,14,21
,4064189,36,3,11111660,,2,12,23
,4064189,3,1,11111662,,4,3,26
,4064189,6,2,11111661,,3,3,25
,4064189,6,1,11111664,,6,6,29
,4064189,6,1,11111663,,5,6,27
,4064189,17,1,11111659,,1,17,22
,4064190,12,1,11111667,,2,12,23
,4064190,17,1,11111666,,1,17,22
,4064190,2,1,11111665,,0,2,24
,4064191,63,3,11111673,,5,21,28
,4064191,34,2,11111668,,0,17,22
,4064191,6,2,11111670,,2,3,25
,4064191,2,1,11111669,,1,2,24
,4064191,18,3,11111674,,6,6,29
,4064191,6,2,11111671,,3,3,26
,4064191,12,2,11111672,,4,6,27
,4064192,6,1,11111675,,0,6,29
,4064193,21,1,11111676,,0,21,28
,4064194,17,1,11111678,,1,17,22
,4064194,14,1,11111677,,0,14,21
,4064195,12,2,11111685,,6,6,29
,4064195,12,1,11111680,,1,12,23
,4064195,6,1,11111683,,4,6,27
,4064195,6,2,11111682,,3,3,26
,4064195,14,1,11111679,,0,14,21
,4064195,42,2,11111684,,5,21,28
,4064195,2,1,11111681,,2,2,24
,4064196,12,1,11111687,,1,12,23
,4064196,6,1,11111686,,0,6,27
,4064197,6,1,11111691,,3,6,27
,4064197,21,1,11111692,,4,21,28
,4064197,12,2,11111693,,5,6,29
,4064197,3,1,11111690,,2,3,26
,4064197,17,1,11111688,,0,17,22
,4064197,24,2,11111689,,1,12,23
,4064198,14,1,11111694,,0,14,21
,4064199,12,1,11111697,,2,12,23
,4064199,6,1,11111696,,1,6,29
,4064199,21,1,11111695,,0,21,28
,4064200,17,1,11111699,,1,17,22
,4064200,14,1,11111698,,0,14,21
,4064201,12,1,11111700,,0,12,23
,4064202,17,1,11111701,,0,17,22
,4064202,3,1,11111703,,2,3,25
,4064202,6,1,11111706,,5,6,29
,4064202,24,2,11111702,,1,12,23
,4064181,34,2,11111636,,1,17,22
,4064181,12,1,11111637,,2,12,23
,4064181,12,2,11111640,,5,6,27
,4064181,14,1,11111635,,0,14,21
,4064181,3,1,11111639,,4,3,25
,4064182,14,1,11111641,,0,14,21
,4064182,12,1,11111642,,1,12,23
,4064183,14,1,11111645,,2,14,21
,4064183,3,1,11111643,,0,3,25
,4064183,6,1,11111644,,1,6,27
,4064202,3,1,11111704,,3,3,26
,4064202,6,1,11111705,,4,6,27
,4064203,3,1,11111708,,1,3,26
,4064203,6,1,11111711,,4,6,29
,4064203,14,1,11111707,,0,14,21
,4064203,6,1,11111709,,2,6,27
,4064203,84,4,11111710,,3,21,28
,4064204,2,1,11111713,,1,2,24
,4064204,6,1,11111718,,6,6,29
,4064204,18,3,11111716,,4,6,27
,4064204,14,1,11111712,,0,14,21
,4064204,3,1,11111715,,3,3,26
,4064204,42,2,11111717,,5,21,28
,4064204,3,1,11111714,,2,3,25
,4064205,3,1,11111721,,2,3,25
,4064205,12,1,11111720,,1,12,23
,4064205,42,2,11111723,,4,21,28
,4064205,3,1,11111722,,3,3,26
,4064205,28,2,11111719,,0,14,21
,4064206,6,1,11111724,,0,6,29
,4064206,14,1,11111725,,1,14,21
,4064207,34,2,11111726,,0,17,22
,4064208,18,3,11111729,,2,6,27
,4064208,6,1,11111731,,4,6,29
,4064208,21,1,11111730,,3,21,28
,4064208,3,1,11111727,,0,3,25
,4064208,3,1,11111728,,1,3,26
,4064209,6,1,11111732,,0,6,27
,4064210,21,1,11111733,,0,21,28
,4064210,12,1,11111734,,1,12,23
,4064211,6,1,11111735,,0,6,29
,4064212,12,1,11111738,,2,12,23
,4064212,6,1,11111737,,1,6,29
,4064212,2,1,11111736,,0,2,24
,4064213,6,1,11111740,,1,6,29
,4064213,17,1,11111741,,2,17,22
,4064213,6,1,11111739,,0,6,27
,4064214,28,2,11111742,,0,14,21
,4064214,12,2,11111745,,3,6,29
,4064214,3,1,11111743,,1,3,26
,4064214,21,1,11111744,,2,21,28
,4064215,6,1,11111748,,2,6,27
,4064215,14,1,11111749,,3,14,21
,4064215,6,1,11111747,,1,6,29
,4064215,2,1,11111746,,0,2,24
,4064219,21,1,11111760,,0,21,28
,4064220,14,1,11111762,,1,14,21
,4064220,42,2,11111761,,0,21,28
,4064220,12,1,11111764,,3,12,23
,4064220,17,1,11111763,,2,17,22
,4064221,6,1,11111765,,0,6,29
,4064222,6,1,11111766,,0,6,27
,4064222,6,1,11111768,,2,6,29
,4064222,21,1,11111767,,1,21,28
,4064223,3,1,11111771,,2,3,26
,4064223,3,1,11111770,,1,3,25
,4064223,6,1,11111773,,4,6,29
,4064223,63,3,11111772,,3,21,28
,4064223,28,2,11111769,,0,14,21
,4064224,6,1,11111774,,0,6,29
,4064225,17,1,11111775,,0,17,22
,4064226,12,2,11111777,,1,6,29
,4064226,3,1,11111776,,0,3,25
,4064227,17,1,11111778,,0,17,22
,4064228,24,2,11111779,,0,12,23
,4064229,6,1,11111784,,4,6,27
,4064229,42,2,11111785,,5,21,28
,4064229,6,1,11111786,,6,6,29
,4064229,2,1,11111782,,2,2,24
,4064229,28,2,11111780,,0,14,21
,4064229,9,3,11111783,,3,3,26
,4064229,34,2,11111781,,1,17,22
,4064230,3,1,11111787,,0,3,26
,4064230,24,2,11111788,,1,12,23
,4064231,12,2,11111790,,1,6,27
,4064233,3,1,11111797,,3,3,26
,4064234,17,1,11111801,,0,17,22
,4064234,12,1,11111802,,1,12,23
,4064235,6,1,11111803,,0,6,29
,4064235,17,1,11111804,,1,17,22
,4064236,17,1,11111805,,0,17,22
,4064237,2,1,11111806,,0,2,24
,4064237,17,1,11111808,,2,17,22
,4064237,6,1,11111807,,1,6,29
,4064238,6,1,11111809,,0,6,29
,4064239,21,1,11111813,,3,21,28
,4064239,6,1,11111814,,4,6,29
,4064239,17,1,11111811,,1,17,22
,4064239,6,2,11111812,,2,3,25
,4064239,28,2,11111810,,0,14,21
,4064240,6,2,11111818,,3,3,26
,4064240,12,2,11111819,,4,6,27
,4064240,21,1,11111820,,5,21,28
,4064240,14,1,11111815,,0,14,21
,4064240,17,1,11111816,,1,17,22
,4064231,3,1,11111789,,0,3,25
,4064232,3,1,11111792,,1,3,26
,4064232,14,1,11111791,,0,14,21
,4064232,6,1,11111793,,2,6,29
,4064233,63,3,11111799,,5,21,28
,4064233,28,2,11111794,,0,14,21
,4064233,17,1,11111795,,1,17,22
,4064233,18,3,11111800,,6,6,29
,4064233,12,1,11111796,,2,12,23
,4064233,6,1,11111798,,4,6,27
,4064216,17,1,11111752,,2,17,22
,4064216,21,1,11111751,,1,21,28
,4064216,2,1,11111750,,0,2,24
,4064216,12,1,11111753,,3,12,23
,4064217,14,1,11111754,,0,14,21
,4064217,12,2,11111756,,2,6,29
,4064217,6,1,11111755,,1,6,27
,4064218,12,1,11111759,,2,12,23
,4064218,17,1,11111758,,1,17,22
,4064218,6,1,11111757,,0,6,29
,4064244,3,1,11111831,,3,3,26
,4064244,42,2,11111832,,4,21,28
,4064244,34,2,11111829,,1,17,22
,4064244,42,3,11111828,,0,14,21
,4064245,12,2,11111835,,2,6,29
,4064245,2,1,11111833,,0,2,24
,4064245,14,1,11111834,,1,14,21
,4064246,6,1,11111836,,0,6,27
,4064247,12,1,11111837,,0,12,23
,4064248,6,1,11111838,,0,6,27
,4064249,14,1,11111839,,0,14,21
,4064250,6,1,11111842,,2,6,29
,4064250,21,1,11111841,,1,21,28
,4064250,3,1,11111840,,0,3,26
,4064251,18,3,11111845,,2,6,29
,4064251,21,1,11111844,,1,21,28
,4064251,6,1,11111843,,0,6,27
,4064252,14,1,11111847,,1,14,21
,4064252,21,1,11111846,,0,21,28
,4064253,17,1,11111848,,0,17,22
,4064254,14,1,11111851,,2,14,21
,4064254,3,1,11111849,,0,3,25
